"IDTransakcji","DataSprzedazy","DataWysylki","IDKanalu","Ilosc","CenaJednostkowa","Rabat","KosztJednostkowy","ProduktSurowy","KlientSurowy","Region","StatusZamowienia","NotatkaTechniczna","Kanal","TypKanalu"
"T006958","23-12-25","29-12-25","K01","5","145.21","0","86.02","P042 | Produkt szkoleniowy 42 | Elektronika","Klient 0439  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T006959","13-07-26","18-07-26","K01","9","124.09","0","71.83","P029 | Produkt szkoleniowy 29 | Komputery","Klient 0110  ;  B2C","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T006960","25-06-26","2026-06-29","K02","4","119.19","0","29.76","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0205  ;  B2B","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T006961","04-09-25","2025-09-07","K01","5","104.36","0","25.68","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0192  ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T006962","07-10-26","2026-10-09","K02","1","69.34","0","17.62","P028 | Produkt szkoleniowy 28 | Oprogramowanie","Klient 0432  ;  Detal","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T006963","11-06-25","13-06-25","K03","9","101.01","0.1","50.87","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0041  ;  B2B","Północ","Anulowane","import_batch_02","Partner","B2B / Partner"
"T006964","06-08-25","07-08-25","K03","6","160.47","0.1","93.08","P021 | Produkt szkoleniowy 21 | Komputery","Klient 0260  ;  Detal","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T006965","27-11-26","02-12-26","K01","5","86.43","0","41.82","P043 | Produkt szkoleniowy 43 | Akcesoria","Klient 0364  ;  Detal","Południe","Anulowane","legacy_source","Online","E-commerce"
"T006966","30-10-26","01-11-26","K01","7","166.67","0","98.82","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0473  ;  B2B","Wschód","Zrealizowane","import_batch_02","Online","E-commerce"
"T006967","2025-11-18","2025-11-22","K03","9","172.86","0.05","100.81","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0427  ;  VIP","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T006968","23-11-26","26-11-26","K02","3","172.80","0","110.12","P041 | Produkt szkoleniowy 41 | Komputery","Klient 0359  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T006969","14-11-25","2025-11-20","K01","10","110.21","0.05","63.98","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0014  ;  B2C","Północ","Zrealizowane","import_batch_02","Online","E-commerce"
"T006970","15-08-25","16-08-25","K03","17","96.50","0.1","53.00","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0143  ;  VIP","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T006971","11-10-26","12-10-26","K04","7","74.53","0.05","18.76","P028 | Produkt szkoleniowy 28 | Oprogramowanie","Klient 0283  ;  VIP","Zachód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T006972","2026-01-26","2026-01-28","K01","2","136.33","0.1","87.22","P049 | Produkt szkoleniowy 49 | Komputery","Klient 0230  ;  B2C","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T006973","05-10-26","07-10-26","K01","5","144.16","0.05","85.06","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0271  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T006974","25-12-26","2026-12-31","K01","5","132.23","0.1","80.75","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0329  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T006975","2025-10-21","22-10-25","K04","4","101.93","0","58.28","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0364  ;  Detal","Zachód","W realizacji","import_batch_02","Telefon","Inside Sales"
"T006976","10-04-26","14-04-26","K02","5","136.61","0.2","80.97","P026 | Produkt szkoleniowy 26 | Elektronika","Klient 0277  ;  B2B","Południe","Anulowane","legacy_source","Sklep","Retail"
"T006977","26-12-26","2026-12-28","K04","5","84.75","0.1","20.68","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0497  ;  B2B","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T006978","2025-12-18","20-12-25","K03","7","90.09","0.1","22.89","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0348  ;  Detal","Południe","Anulowane","import_batch_02","Partner","B2B / Partner"
"T006979","2026-10-28","2026-11-01","K02","6","96.58","0","44.33","P023 | Produkt szkoleniowy 23 | Akcesoria","Klient 0178  ;  B2C","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T006980","25-11-25","2025-11-27","K04","2","96.22","0.1","55.00","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0416  ;  Detal","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T006981","30-11-26","07-12-26","K01","8","173.09","0","100.24","P026 | Produkt szkoleniowy 26 | Elektronika","Klient 0199  ;  VIP","Wschód","W realizacji","import_batch_02","Online","E-commerce"
"T006982","10-04-25","14-04-25","K03","4","94.02","0.05","46.84","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0479  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T006983","2026-05-29","2026-06-01","K02","3","185.11","0","114.45","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0304  ;  Detal","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T006984","02-11-25","04-11-25","K01","7","94.34","0","23.73","P048 | Produkt szkoleniowy 48 | Oprogramowanie","Klient 0197  ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T006985","2025-12-11","15-12-25","K01","1","165.71","0","100.34","P049 | Produkt szkoleniowy 49 | Komputery","Klient 0463  ;  VIP","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T006986","24-09-26","01-10-26","K01","1","107.18","0.05","58.52","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0419  ;  VIP","Południe","W realizacji","legacy_source","Online","E-commerce"
"T006987","09-11-26","2026-11-11","K03","18","121.10","0.1","71.36","P037 | Produkt szkoleniowy 37 | Komputery","Klient 0052  ;  Detal","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T006988","18-07-25","21-07-25","K02","4","170.13","0","108.70","P041 | Produkt szkoleniowy 41 | Komputery","Klient 0387  ;  VIP","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T006989","20-11-26","2026-11-23","K04","6","131.13","0.2","34.11","P044 | Produkt szkoleniowy 44 | Oprogramowanie","Klient 0371  ;  VIP","Zachód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T006990","20-06-25","2025-06-26","K01","7","102.81","0","24.53","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0241  ;  B2B","Zachód","W realizacji","import_batch_02","Online","E-commerce"
"T006991","24-12-26","2026-12-26","K02","4","66.79","0.05","32.43","P039 | Produkt szkoleniowy 39 | Akcesoria","Klient 0360  ;  Detal","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T006992","28-12-26","29-12-26","K01","7","95.84","0","23.25","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0419  ;  VIP","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T006993","14-11-26","17-11-26","K01","6","128.19","0.05","82.74","P037 | Produkt szkoleniowy 37 | Komputery","Klient 0365  ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T006994","20-06-25","2025-06-23","K03","13","95.17","0.1","52.18","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0465  ;  B2B","Zachód","W realizacji","legacy_source","Partner","B2B / Partner"
"T006995","2025-10-14","19-10-25","K01","5","103.89","0","60.74","P022 | Produkt szkoleniowy 22 | Elektronika","Klient 0339  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T006996","2025-08-08","15-08-25","K01","3","129.03","0","74.96","P034 | Produkt szkoleniowy 34 | Elektronika","Klient 0307  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T006997","16-11-26","21-11-26","K01","1","86.45","0","21.88","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0228  ;  Detal","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T006998","19-11-26","2026-11-22","K02","4","130.48","0.05","76.58","P050 | Produkt szkoleniowy 50 | Elektronika","Klient 0011  ;  VIP","Południe","W realizacji","legacy_source","Sklep","Retail"
"T006999","03-10-25","06-10-25","K02","6","74.89","0.05","35.26","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0261  ;  B2B","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T007000","27-10-25","30-10-25","K02","1","201.87","0.05","117.20","P025 | Produkt szkoleniowy 25 | Komputery","Klient 0032  ;  Detal","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T007001","02-11-26","2026-11-05","K02","4","132.49","0.05","72.09","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0283  ;  VIP","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T007002","27-11-26","2026-11-29","K03","13","86.39","0.1","51.73","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0189  ;  B2B","Południe","W realizacji","import_batch_02","Partner","B2B / Partner"
"T007003","02-12-26","03-12-26","K02","7","115.45","0.1","28.21","P016 | Produkt szkoleniowy 16 | Oprogramowanie","Klient 0498    ;  B2C","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T007004","06-11-26","08-11-26","K01","9","104.15","0.05","61.87","P022 | Produkt szkoleniowy 22 | Elektronika","Klient 0247  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T007005","2026-10-06","09-10-26","K02","4","129.81","0.1","76.78","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0293  ;  B2B","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T007006","2026-10-19","21-10-26","K02","2","102.72","0.1","47.23","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0239  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T007007","06-07-26","2026-07-09","K04","7","134.81","0.05","33.28","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0357  ;  B2B","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T007008","19-11-26","20-11-26","K01","2","137.15","0.05","79.76","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0032  ;  Detal","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T007009","02-12-26","2026-12-06","K03","10","76.44","0.1","18.13","P036 | Produkt szkoleniowy 36 | Oprogramowanie","Klient 0323  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T007010","30-11-26","02-12-26","K03","10","80.43","0.05","19.83","P036 | Produkt szkoleniowy 36 | Oprogramowanie","Klient 0341  ;  B2B","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T007011","17-01-25","21-01-25","K03","17","85.51","0.1","42.48","P031 | Produkt szkoleniowy 31 | Akcesoria","Klient 0418  ;  B2C","Zachód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T007012","24-11-25","2025-11-28","K02","3","103.45","0.05","26.89","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0151  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T007013","30-12-26","01-01-27","K02","2","103.12","0.2","50.14","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0023  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T007014","2026-07-12","17-07-26","K01","2","114.27","0.1","66.17","P037 | Produkt szkoleniowy 37 | Komputery","Klient 0311  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T007015","15-08-25","17-08-25","K04","7","65.07","0","30.20","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0135  ;  VIP","Północ","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T007016","2025-10-10","13-10-25","K01","5","123.01","0","66.93","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0365  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T007017","18-11-26","23-11-26","K01","9","97.65","0.2","62.47","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0041  ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T007018","01-07-26","05-07-26","K02","6","107.58","0","59.28","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0083    ;  VIP","Południe","W realizacji","legacy_source","Sklep","Retail"
"T007019","2025-10-24","2025-10-27","K01","9","93.13","0","41.86","P043 | Produkt szkoleniowy 43 | Akcesoria","Klient 0327  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T007020","30-11-26","2026-12-04","K04","3","79.26","0.2","37.07","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0029  ;  B2B","Zachód","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T007021","20-04-25","23-04-25","K02","3","102.02","0","59.15","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0043  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T007022","2026-10-06","10-10-26","K02","1","143.78","0","82.40","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0361  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T007023","17-09-26","18-09-26","K03","18","71.60","0.1","34.22","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0120  ;  Detal","Południe","W realizacji","import_batch_02","Partner","B2B / Partner"
"T007024","2026-11-27","28-11-26","K02","4","85.00","0.05","50.31","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0192  ;  Detal","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T007025","17-06-25","2025-06-20","K01","4","85.76","0.1","42.46","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0227  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T007026","07-11-25","10-11-25","K01","9","121.65","0.05","31.72","P044 | Produkt szkoleniowy 44 | Oprogramowanie","Klient 0495  ;  VIP","Wschód","Zrealizowane","import_batch_02","Online","E-commerce"
"T007027","27-06-25","2025-06-29","K03","8","92.59","0.2","42.72","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0273  ;  B2B","Północ","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T007028","16-10-26","18-10-26","K04","3","171.08","0.05","102.26","P049 | Produkt szkoleniowy 49 | Komputery","Klient 0099  ;  VIP","Północ","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T007029","10-11-26","16-11-26","K01","4","123.16","0","71.68","P021 | Produkt szkoleniowy 21 | Komputery","Klient 0401  ;  B2B","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T007030","24-06-25","27-06-25","K01","6","94.93","0","55.78","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0179  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T007031","2025-10-31","04-11-25","K02","5","81.07","0.1","48.53","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0156  ;  Detal","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T007032","10-11-26","15-11-26","K01","5","81.01","0.05","20.29","P020 | Produkt szkoleniowy 20 | Oprogramowanie","Klient 0149  ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T007033","07-07-26","14-07-26","K01","9","166.70","0.2","99.26","P025 | Produkt szkoleniowy 25 | Komputery","Klient 0138  ;  B2C","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T007034","15-06-26","16-06-26","K04","2","134.14","0.05","72.69","P034 | Produkt szkoleniowy 34 | Elektronika","Klient 0087  ;  VIP","Północ","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T007035","11-12-25","14-12-25","K04","5","80.69","0.1","40.61","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0302  ;  B2C","Zachód","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T007036","14-11-25","2025-11-15","K02","3","85.29","0","20.94","P028 | Produkt szkoleniowy 28 | Oprogramowanie","Klient 0263  ;  VIP","Zachód","W realizacji","legacy_source","Sklep","Retail"
"T007037","05-06-26","2026-06-07","K03","10","135.77","0.2","87.73","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0127  ;  VIP","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T007038","10-05-25","2025-05-14","K03","8","72.67","0.1","34.56","P031 | Produkt szkoleniowy 31 | Akcesoria","Klient 0431  ;  VIP","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T007039","03-03-25","04-03-25","K04","5","105.30","0.05","65.12","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0042  ;  B2C","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T007040","01-10-26","03-10-26","K03","10","94.25","0.05","24.21","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0408  ;  Detal","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T007041","12-06-26","14-06-26","K03","6","141.84","0.1","87.42","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0343  ;  VIP","Zachód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T007042","08-12-26","10-12-26","K02","6","119.28","0.1","70.57","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0448  ;  Detal","Południe","Anulowane","legacy_source","Sklep","Retail"
"T007043","21-08-26","23-08-26","K01","2","70.82","0","32.98","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0089  ;  B2B","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T007044","28-08-26","2026-08-29","K04","4","102.29","0","56.93","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0335  ;  VIP","Południe","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T007045","16-10-26","22-10-26","K01","9","133.60","0","78.54","P034 | Produkt szkoleniowy 34 | Elektronika","Klient 0141  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T007046","14-11-25","16-11-25","K03","12","63.67","0.1","29.47","P027 | Produkt szkoleniowy 27 | Akcesoria","Klient 0039  ;  VIP","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T007047","23-06-26","26-06-26","K02","3","99.70","0","25.97","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0129  ;  B2B","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T007048","19-09-25","21-09-25","K02","4","133.09","0","83.27","P021 | Produkt szkoleniowy 21 | Komputery","Klient 0102  ;  B2C","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T007049","2026-10-22","28-10-26","K01","6","143.74","0","36.17","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0015  ;  VIP","Południe","W realizacji","legacy_source","Online","E-commerce"
"T007050","21-07-26","24-07-26","K02","7","143.44","0","83.60","P049 | Produkt szkoleniowy 49 | Komputery","Klient 0041  ;  B2B","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T007051","20-11-26","24-11-26","K02","6","99.11","0","24.90","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0001  ;  B2B","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
